Id,Sku,Title,Locations,Hybridizer,Released,Colors
2217,2217-TB,Locomotion,4-W-51,Thomas Johnson,2017,
2218,2218-TB,Looking Cute,4-E-54,Joseph Ghio,2019,
2219,2219-TB,Love And Light,C-16-3,Thomas Johnson,2023,
2220,2220-TB,Love You So,C-9-5,Thomas Johnson,2023,
2221,2221-TB,Lovely Livvy,C-12-7,Thomas Johnson,2023,
2222,2222-TB,Lovology,"1-E-10,  4-E-28,  5-E-16",Barry Blyth,2021,
2223,2223-BB,Lusciousocity,"3-W-31,  19-E-3",Paul Black,2019,
2224,2224-TB,Lynette Blue,4-E-45,Thomas Johnson,2009,
2225,2225-TB,Madly In Love,"5-W-33,  C-7-7",Thomas Johnson,2021,
2226,2226-TB,Magic Swirl,5-E-57,Thomas Johnson,2023,
2227,2227-TB,Magic Trick,4-E-50,Thomas Johnson,2019,
2228,2228-TB,Marital Bliss,"4-W-52,  18-E-26,  B-44-1",Keith Keppel,2017,
2229,2229-TB,Mayan Sunrise,4-W-23,Thomas Johnson,2016,
2230,2230-TB,Me And My Shadow,"4-E-22,  C-37-5",Paul Black,2019,
2231,2231-TB,Merchant Marine,C-23-4,Keith Keppel,2007,
2232,2232-TB,Mind Your Manners,C-13-4,Thomas Johnson,2023,
2233,2233-TB,Modern Majesty,C-17-1,Paul Black,2023,
2234,2234-TB,Monet Painting,C-24-2,Lynda Miller,2022,
2235,2235-TB,My Passion,4-E-53,Paul Black,2020,
2236,2236-TB,Mystic Art,4-E-33,Thomas Johnson,2019,
2237,2237-TB,Naked Beauty,C-22-2,Thomas Johnson,2023,
2238,2238-TB,Never Enough,C-6-7,Thomas Johnson,2023,
2239,2239-TB,New Fallen Snow,C-12-1,Paul Black,2023,
2240,2240-TB,Nostalgic Memory,4-W-26,Paul Black,2018,
2241,2241-TB,Oh So Different,C-11-8,Paul Black,2023,
2242,2242-TB,Oh What Fun,C-14-3,Thomas Johnson,2019,
2243,2243-TB,On The Cover,5-E-32,Thomas Johnson,2023,
2244,2244-TB,On The Line,5-E-44,Thomas Johnson,2023,
2245,2245-TB,Once And For All,C-19-5,Thomas Johnson,2023,
2246,2246-TB,Once Upon A Time,4-W-38,Paul Black,2018,
2247,2247-TB,One Man's Art,4-E-51,Barry Blyth,2019,
2248,2248-TB,Only One For Me,5-E-33,Thomas Johnson,2023,
2249,2249-TB,Open Flame,5-E-30,Thomas Johnson,2023,
2250,2250-TB,Open Heart,4-W-28,Thomas Johnson,2020,
2251,2251-TB,Painted Love,4-W-49,Thomas Johnson,2016,
2252,2252-TB,Paisley Print,"1-W-39,  4-E-10,  8-E-10",Paul Black,2019,
2253,2253-TB,Paloma Blanca,C-14-5,Thomas Johnson,2019,
2254,2254-TB,Paradise Sunset,4-W-21,Thomas Johnson,2020,
2255,2255-TB,Peach Shake,C-14-4,Thomas Johnson,2020,
2256,2256-TB,Pharaoh's Poet,"4-W-53,  7-E-2",Thomas Johnson,2019,Rose
2257,2257-TB,Picker Upper,4-W-27,Lynda Miller,2021,
2258,2258-TB,Plenty Of Jazz,C-6-3,Barry Blyth,2023,
2259,2259-TB,Power Struggle,"4-W-13,  B-40-2",Keith Keppel,2019,
2260,2260-TB,Precious Thing,C-24-5,Thomas Johnson,2020,
2261,2261-TB,Princess Pretty Pink,C-13-8,Paul Black,2023,
2262,2262-TB,Professor,4-E-55,Thomas Johnson,2020,
2263,2263-TB,Propensity,C-18-1,Thomas Johnson,2023,
2264,2264-TB,Pumpkin Pie Ala Mode,3-E-18,Thomas Johnson,2014,
2265,2265-TB,Que Sera Sera,C-38-2,Thomas Johnson,2020,
2266,2266-TB,Radiant Garnet,4-W-16,Paul Black,2019,
2267,2267-TB,Raindrops Keep Falling,4-E-39,Paul Black,2016,
2268,2268-TB,Ravishing Ruby,C-26-1,Thomas Johnson,2016,
2269,2269-TB,Read My Mind,"4-W-11,  5-W-13",Thomas Johnson,2021,
2270,2270-TB,Refined Elegance,C-13-6,Thomas Johnson,2023,
2271,2271-TB,Ruffles All Around,4-E-16,Paul Black,2020,
2272,2272-TB,Running In Circles,C-8-1,Thomas Johnson,2023,
2273,2273-TB,Salmon Springs,C-14-10,Thomas Johnson,2023,
2274,2274-TB,Scandalous Intrigue,5-E-40,Thomas Johnson,2023,
2275,2275-TB,Secret Chord,2-E-38,Thomas Johnson,2023,
2276,2276-TB,Secret Hopes,"4-E-49,  14-E-2",Thomas Johnson,2019,
2277,2277-TB,Seek The Unique,3-W-52,Paul Black,2020,
2278,2278-TB,Sergey,4-E-35,Thomas Johnson,2016,
2279,2279-TB,She's Beautiful,5-W-37,Paul Black,2023,
2280,2280-TB,Signs Of Hope,"5-W-8,  C-42-3",Thomas Johnson,2018,
2281,2281-TB,Simple Magic,4-E-21,Thomas Johnson,2022,
2282,2282-TB,So Excited,3-W-22,Thomas Johnson,2020,
2283,2283-TB,Stay In Line,5-E-22,Thomas Johnson,2023,
2284,2284-TB,Stitches,"3-W-32,  C-10-5,  C-10-6",Thomas Johnson,2019,
2285,2285-TB,Stop The Presses,4-E-25,Paul Black,2022,
2286,2286-TB,Storm Burst,C-23-8,Thomas Johnson,2023,
2287,2287-TB,Strawberry Freeze,3-E-19,Thomas Johnson,2012,
2288,2288-TB,Such A Sweetheart,5-W-50,Thomas Johnson,2023,
2289,2289-TB,Sundown Glow,"B-22-2,  C-12-3,  C-41-6",Keith Keppel,2022,
2290,2290-TB,Superhero Kiss,C-7-4,Thomas Johnson,2023,
2291,2291-TB,Sweet City Woman,C-47-2,Thomas Johnson,2018,
2292,2292-TB,Take A Look,C-19-1,Thomas Johnson,2023,
2293,2293-TB,That's Entertainment,"3-W-28,  C-18-2",Thomas Johnson,2019,
2294,2294-TB,Think Diamonds,4-W-32,Barry Blyth,2021,
2295,2295-TB,This Is Crazy,C-14-1,Thomas Johnson,2023,
2296,2296-TB,This Is Me,C-7-3,Thomas Johnson,2023,
2297,2297-TB,Time Out,4-E-38,Paul Black,2018,
2298,2298-TB,Timeless Treasure,"3-W-4,  5-W-20",Thomas Johnson,2019,
2299,2299-TB,Treasure Bay,4-E-20,Thomas Johnson,2019,
2300,2300-TB,Trending,4-E-30,Thomas Johnson,2019,
2301,2301-TB,Tropical Tease,5-W-36,Thomas Johnson,2023,
2302,2302-TB,Truth Or Dare,"3-W-12,  5-E-4",Thomas Johnson,2018,
2303,2303-TB,Under Dog,4-W-24,Paul Black,2019,
2304,2304-TB,Under Pressure,C-20-1,Thomas Johnson,2023,
2305,2305-TB,Until We Meet Again,5-W-51,Thomas Johnson,2023,
2306,2306-TB,Vavavoom,2-E-35,Lynda Miller,2022,
2307,2307-TB,Vintage Look,4-E-27,Thomas Johnson,2020,
2308,2308-TB,Vivid Sunset,5-E-42,Thomas Johnson,2023,
2309,2309-TB,Watercolor Print,4-E-46,Thomas Johnson,2015,
2310,2310-TB,Web Of Lies,5-E-18,Thomas Johnson,2023,
2311,2311-TB,What A Feeling,C-18-5,Thomas Johnson,2017,
2312,2312-TB,When Doves Cry,4-W-19,Thomas Johnson,2018,
2313,2313-TB,Whirl And Sparkle,4-W-10,Paul Black,2018,
2314,2314-TB,Wild Streak,3-W-16,Paul Black,2020,
2315,2315-TB,Wind Beneath My Wings,C-37-1,Paul Black,2019,
2316,2316-TB,Winter's Smile,3-W-42,Paul Black,2016,
2317,2317-TB,Woman's Love,3-W-7,Barry Blyth,2019,
2318,2318-TB,Words Of Wisdom,C-9-6,Thomas Johnson,2023,
2319,2319-TB,You Flirt,4-W-37,Thomas Johnson,2018,
2320,2320-TB,You Pretty Thing,"4-W-12,  4-W-45,  C-26-2",Thomas Johnson,2022,
2321,2321-TB,You're A Mess,C-19-2,Paul Black,2020,
2322,2322-TB,You're The One,3-W-44,Thomas Johnson,2019,
2323,2323-TB,Zero Gravity,5-W-42,Thomas Johnson,2023,
2324,2324-TB,Zip Zing Zowie,3-W-41,Paul Black,2021,
2325,2325-TB,Aaron's Dagger,C-23-5,George Sutton,1995,
2326,2326-TB,Aaron's Dream,6-E-10,George Sutton,1994,
2327,2327-TB,Abiding Joy,6-W-56,George Sutton,1997,
2328,2328-TB,Ace Royale,8-W-32,Barry Blyth,1997,
2329,2329-TB,Affluence,7-E-51,Ben Hager,1986,
2330,2330-TB,Aggressively Forward,8-E-36,Sterling Innerst,1995,
2331,2331-TB,Alabama Bound,6-W-12,Frank Foster,1979,
2332,2332-TB,Alizes,7-W-14,Jean Cayeux,1987,
2333,2333-TB,Alpine Twilight,7-E-44,John Durrance,1996,
2334,2334-TB,Amber Amulet,"6-W-6,  8-W-17",Frederick Kerr,1999,
2335,2335-TB,Ample Charm,8-W-30,Tom  Burseen,1995,
2336,2336-TB,Angeli Di Luce,8-E-61,Frederick Kerr,1999,
2337,2337-TB,Angelic Wings,6-W-42,Bernice Miller,1991,
2338,2338-TB,Angel's Blush,7-W-28,Darlene Pinegar,1995,
2339,2339-TB,Arizona Byways,8-E-52,Robert Annand,1993,
2341,2341-TB,Autumn Echo,7-E-60,James Gibson,1975,
2342,2342-TB,Barn Dance,7-W-17,Monty Byers,1991,
2343,2343-TB,Bateau Ivre,7-E-24,P.C. Anfosso,1982,
2344,2344-TB,Be A Dream,8-E-29,O. D. Niswonger,1992,
2346,2346-TB,Berry Blush,8-W-46,Bernard Hammer,1988,
2347,2347-TB,Bess Bergin,8-E-21,Clarence Denman,1972,
2348,2348-TB,Betty Dunn,7-E-26,O. D. Niswonger,1995,
2349,2349-TB,Birthday Surprise,8-W-35,William Maryott,1991,
2350,2350-TB,Black Flag,7-E-31,Harold Stahly,1984,
2351,2351-TB,Blue Fire,8-W-60,Darlene Pinegar,1995,
2352,2352-TB,Blue Moonlight,7-W-36,Monty Byers,1989,
2353,2353-TB,Bodacious,8-W-14,Keith Keppel,1986,
2354,2354-TB,Bonus Mama,7-W-18,Ben Hager,1990,
2355,2355-TB,Boomerang,8-W-34,William Maryott,1992,
2356,2356-TB,Boudoir,7-E-21,Joseph Ghio,1997,
2358,2358-TB,Boysenberry Buttercup,8-W-61,Larry Lauer,1997,
2359,2359-TB,Bubble Up,8-E-38,Joseph Ghio,1989,
2360,2360-TB,Burgundy Bubbles,7-E-36,Maryott's Gardens,1987,
2361,2361-TB,Butterfingers,6-W-31,Larry Lauer,1997,
2362,2362-TB,Butterfly Kiss,7-E-15,Melba Hamblen,1984,
2363,2363-TB,Capricious Candles,6-W-16,LeRoy Meininger,2000,
2364,2364-TB,Celtic Harp,7-E-20,Harold Stahly,1998,
2365,2365-TB,Charlie's Cloud,7-W-54,Joan Roberts,1998,
2366,2366-TB,Cherokee Heritage,7-W-20,Hooker Nichols,1992,
2367,2367-TB,Chevalier De Malte,7-W-12,Richard Cayeux,1998,
2368,2368-TB,Chuckles,8-E-63,Joseph Ghio,1987,
2369,2369-TB,Chutney,8-W-45,Joseph Ghio,1991,
2370,2370-TB,Circus Circus,6-W-24,George Sutton,1997,
2371,2371-TB,City Of Paris,8-W-33,James McWhirter,1994,
2372,2372-TB,Classy Friend,6-W-50,Carl Boswell,1999,
2373,2373-TB,Cloyd's Love,8-W-48,Cloyd McCord,1992,
2374,2374-TB,Cold Cold Heart,7-E-55,Duane Meek,1988,
2375,2375-TB,Colortart,7-W-41,Sterling Innerst,1983,
2376,2376-TB,Composed,7-W-58,Bernard Hammer,1990,
2377,2377-TB,Copatonic,7-E-23,Barry Blyth,1994,
2378,2378-TB,Copper Bubble Bath,6-W-51,Anna & David Cadd,2002,
2379,2379-TB,Cosmic Wave,6-W-27,Frederick Kerr,1996,
2380,2380-TB,Cranberry Cooler,7-E-52,Robert Dunn,1996,
2381,2381-TB,Crazy For You,C-24-6,Barry Blyth,1998,
2382,2382-TB,Crusader Rabbit,8-E-46,Larry Lauer,2003,
2383,2383-TB,Cutting Edge,7-E-58,Joseph Ghio,1994,
2384,2384-TB,Dawn Of Change,7-W-56,Richard Ernst,1993,
2385,2385-TB,Dawning,"8-E-28,  16-E-49",Joseph Ghio,1995,
2386,2386-TB,Day Dreaming,8-E-23,Larry Lauer,2001,
2387,2387-TB,Demi Et Demi,C-15-2,George Sutton,1995,
2388,2388-TB,Desert Lullaby,7-E-18,Frederick Kerr,1995,
2389,2389-TB,Dodge City,6-W-30,Larry Lauer,1995,
2390,2390-TB,Easter Lace,6-W-43,Monty Byers,1988,
2391,2391-TB,Electric Surge,7-W-49,John Weiler,1992,
2392,2392-TB,Elisa Renee,8-E-49,Larry Gaulter,1983,
2393,2393-TB,English Charm,7-E-43,Barry Blyth,1989,
2394,2394-TB,Entangled,8-E-16,Joseph Ghio,2000,
2395,2395-TB,Entourage,7-W-21,Joseph Ghio,1977,
2396,2396-TB,Eugenia King,"8-E-37,  19-W-28",Elyse Hill,1998,
2397,2397-TB,Exactitude,7-E-42,Sterling Innerst,1996,
2398,2398-TB,Fair Maiden,7-W-52,William Maryott,1992,
2399,2399-TB,Fall Fiesta,7-E-13,Schreiner,1992,
2400,2400-TB,Fan Flare,7-E-45,Larry Lauer,1998,
2401,2401-TB,Feeling Spicy Tonite,"8-E-54,  19-E-28",Cheryl Deaton,2012,
2402,2402-TB,Feminine Wiles,8-E-35,John Nelson,1986,
2403,2403-TB,Fifth Dimension,8-W-29,Maryott's Gardens,1986,
2404,2404-TB,Filibuster,8-W-16,Joseph Ghio,1993,
2405,2405-TB,Fire Pit,8-E-42,Richard Ernst,1992,
2406,2406-TB,First Blush,8-W-53,Glenn Corlew,1981,
2407,2407-TB,Fjord,7-W-38,Roger Nelson,1996,
2408,2408-TB,Flickering Firelight,7-W-33,Chet Tompkins,1993,
2409,2409-TB,Flow Blue,8-W-56,Duane Meek,1992,
2410,2410-TB,Forbidden Fruit,7-W-44,Lilly Gartman by Roris Gardens,1993,
2411,2411-TB,Forever Yours,8-E-44,Ben Hager,1993,
2412,2412-TB,Fortunata,"6-W-58,  8-E-24",Joseph Ghio,1986,
2413,2413-TB,Fortune Teller,6-W-28,Glenn Corlew,1986,
2414,2414-TB,Foxy Lady,8-W-22,John Nelson,1987,
2415,2415-TB,French Rose,6-W-33,George Sutton,1998,
2416,2416-TB,Frequent Flyer,8-W-57,Richard Gibson,1994,
2417,2417-TB,Frosted Sapphire,7-E-49,O. D. Niswonger,1988,
2418,2418-TB,Garden Grace,7-W-43,Lloyd Zurbrigg,1981,
2419,2419-TB,Gentle Fellow,7-W-48,Richard Ernst,1996,
2420,2420-TB,Giraffe Kneehiz,8-E-43,Brad Kasperek,1996,
2421,2421-TB,Gladys My Love,8-E-25,Allan Ensminger,1998,
2422,2422-TB,Gnu Blues,6-W-57,Brad Kasperek,1994,
2423,2423-TB,Godsend,7-W-47,Monty Byers,1989,
2424,2424-TB,Gold Galore,7-W-24,Schreiner,1978,
2425,2425-TB,Gotta Lotta Bodda,8-E-57,Tom  Burseen,1990,
2426,2426-TB,Grand Praise,7-E-37,H. C. Mohr,1992,
2427,2427-TB,Hail The Chief,8-E-33,Lilly Gartman by Joseph Ghio,1995,
2428,2428-TB,Hand Painted,7-E-59,Monty Byers,1990,
2429,2429-TB,Heavenly Halo,6-W-49,Lilly Gartman,1990,
2430,2430-TB,Hotdogs And Mustard,C-16-6,Kathie Kasperek,1995,
2431,2431-TB,Ididit,8-E-59,Oscar Schick,1997,
2432,2432-TB,Impulsive,7-W-27,Joseph Ghio by William Maryott,2001,
2433,2433-TB,In The Mood,6-W-59,Schreiner,1994,
2434,2434-TB,In Your Dreams,C-22-6,Lynda Miller,2000,
2435,2435-TB,Indulge,8-W-24,Roger Nelson,1993,
2436,2436-TB,infinite Grace,7-W-55,Melba Hamblen,1982,
2437,2437-TB,Instant Hit,8-E-20,Schreiner,2000,
2438,2438-TB,Interesting Expression,7-W-23,Sterling Innerst,1996,
2440,2440-TB,Jaime Lynn,7-W-45,Bernard Hammer,1984,
2441,2441-TB,Janie Meek,7-W-32,Joyce Meek,1987,
2442,2442-TB,Joy Junction,6-W-21,Tom  Burseen,1993,
2443,2443-TB,Juicy Fruit,8-E-55,Monty Byers,1989,
2444,2444-TB,Jump For Joy,8-E-51,Ben Hager,1999,
2445,2445-TB,Karen Maddock,6-W-35,W. F. Longley,1993,
2446,2446-TB,Keeping Up Appearances,"7-E-32,  8-W-28",Paul Black,2000,
2447,2447-TB,Kid's Clothes,8-W-63,Tom  Burseen,1994,
2448,2448-TB,Kind Word,7-E-25,Keith Keppel,2000,
2449,2449-TB,King Tush,7-W-61,Brad Kasperek,1997,
2450,2450-TB,La Fortune,8-W-59,Mary Dunn,1989,
2451,2451-TB,Lackawanna,7-E-35,Tom  Burseen,2000,
2452,2452-TB,Lark Rise,8-E-47,Cy Bartlett,1999,
2453,2453-TB,Larue Boswell,8-W-49,Vernon Wood,1998,
2454,2454-TB,Lascivious Dreams,8-E-18,Sterling Innerst,1995,
2455,2455-TB,Leslie Dawn,7-W-19,Darlene Pinegar,1993,
2456,2456-TB,Let's Be Friends,8-W-51,Vincent Christopherson,2002,
2457,2457-TB,Life Of Riley,7-E-27,James McWhirter,1993,
2458,2458-TB,Light And Airy,8-W-54,Joyce Meek,1995,
2459,2459-TB,Lightning Streak,7-W-22,James Gibson by Cooley's Gardens,1992,
2460,2460-TB,Living Right,6-W-40,Richard Ernst,1991,
2461,2461-TB,Lloyd's Choice,6-W-55,Joan Roberts,1997,
2462,2462-TB,Louise Todd,6-W-19,James McWhirter,1995,
2463,2463-TB,Lysandra,7-E-61,Barry Blyth,1987,
2464,2464-TB,Magic Wish,7-W-29,Ben Hager,1990,
2465,2465-TB,Malaguena,7-E-47,Joseph Ghio,1985,
2466,2466-TB,Matrix,"5-W-5,  8-E-40",Earl Hall by Lloyd Zurbrigg,1991,
2467,2467-TB,Mauvelous,8-W-15,Monty Byers,1988,
2468,2468-TB,Metamorphic Magic,8-W-21,Tom  Burseen,1997,
2469,2469-TB,Miss Piggy,6-W-36,Tom Burseen,1997,
2470,2470-TB,Mogul,8-W-27,Joseph Ghio,1992,
2471,2471-TB,Mood Swing,C-44-3,Joseph Ghio,1997,
2472,2472-TB,Mystery Blush,7-W-15,Gary Sides,1999,
2473,2473-TB,Ocean Clouds,7-E-48,Bernard Hamner by Shepard Iris Garden,1992,
2474,2474-TB,Ocelot,7-E-46,Joseph Ghio,1998,
2475,2475-TB,Off Broadway,8-W-40,Walter Moores,1992,
2476,2476-TB,Oh Be Joyful,8-W-58,Ray Lyons,1995,
2477,2477-TB,Olympic Rings,7-W-13,Walter Moores,1990,
2478,2478-TB,Palm Reader,6-W-14,Joseph Ghio,1999,
2479,2479-TB,Pandora's Perfecta,6-W-39,Marry Dunn,2001,
2480,2480-TB,Pearl Of Lavender,6-W-44,Akihiko Terada,1999,
2481,2481-TB,Pewter Treasure,6-W-47,John Durrance,1994,
2482,2482-TB,Pillow Fight,7-W-42,Duane Meek,1995,
2483,2483-TB,Pink Swan,7-E-28,James Gibson,1984,
2484,2484-TB,Pledge Allegiance,8-E-30,Schreiner,1984,
2485,2485-TB,Porcelain Frills,"5-W-6,  7-E-30,  8-W-43",Ben Hager,1993,
2486,2486-TB,Powder Blue Cadillac,7-E-19,George Sutton,1997,
2487,2487-TB,Premonition,7-W-16,Joseph Ghio,1978,
2488,2488-TB,Priscilla Of Corinth,7-W-39,Bernice Miller,1994,
2489,2489-TB,Prototype,6-W-20,Joseph Ghio,2001,
2490,2490-TB,Python'z Parasol,8-W-62,Brad Kasperek,2001,
2491,2491-TB,Qualified,7-W-59,Graeme Grosvenor,1999,
2492,2492-TB,Quiet Friendship,6-W-34,Larry Gaulter by Cooley's Gardens,1990,
2493,2493-TB,Razzleberry,7-E-56,Roger Nelson,1995,
2494,2494-TB,Reiterate,7-W-57,John Nelson,1988,
2495,2495-TB,Replay,7-E-54,Joseph Ghio,1980,
2496,2496-TB,Return To Sender,C-14-12,Joseph Ghio by William Maryott,2000,
2497,2497-TB,Rhonda fleming,7-E-22,Ron Mullin,1993,
2498,2498-TB,Ride The Tiger,7-E-33,Larry Lauer,2002,
2499,2499-TB,Ring Around Rosie,7-E-40,Richard Ernst,2000,
2500,2500-TB,Roman Song,7-E-29,Barry Blyth,1993,
2501,2501-TB,Romie Stewart,8-W-36,Tom Burseen,1992,
2502,2502-TB,Saturday Night Live,6-W-45,Schreiner,1996,
2503,2503-TB,Screen Play,6-W-26,Keith Keppel,1996,
2504,2504-TB,Seminole Secret,8-E-62,Jim Hedgecock,1995,
2505,2505-TB,Sierra Grande,6-W-48,Schreiner,1992,
2506,2506-TB,Silent Majesty,6-W-32,Melba Hamblen,1977,
2507,2507-TB,Silicon Prairie,C-22-7,Tim Stanek,1991,
2508,2508-TB,Sky Hooks,"7-W-26,  8-E-56",Manley Osborne,1980,
2509,2509-TB,Slapstick,7-W-34,Duane Meek,1998,
2510,2510-TB,Sly Fox,6-W-37,Vernon Wood,1997,
2511,2511-TB,Smart Move,6-W-54,Keith Keppel,1995,
2512,2512-TB,Social Graces,7-E-50,Keith Keppel,2000,
2513,2513-TB,Speculator,7-E-34,Joseph Ghio,1983,
2514,2514-TB,Spuds And Butter,8-E-31,David Headrick,2000,
2515,2515-TB,Status Seeker,7-E-14,Lilly Gartman,1990,
2516,2516-TB,Sterling Mistress,8-E-32,Sterling Innerst,1988,
2517,2517-TB,Sugar Magnolia,7-W-37,Schreiner,1998,
2518,2518-TB,Sweet Orange Spice,6-W-38,George Sutton,1993,
2519,2519-TB,Sylvan,8-E-19,Monty Byers,1990,
2520,2520-TB,Tang Fizz,8-W-18,Robert Annand,1993,
2521,2521-TB,Tanzanian Tangerine,7-W-51,Brad Kasperek,1995,
2522,2522-TB,Tea Service,7-E-16,Gerald Richardson,2003,
2523,2523-TB,Terryton,6-W-25,Hyram Ames,1997,
2524,2524-TB,Then Again,"7-E-12,  8-W-23",Monty Byers,1989,
2525,2525-TB,Thinking Out Loud,8-E-34,Richard Ernst,1994,
2526,2526-TB,Tiger Shark,"1-W-9,  7-W-31",William Maryott,1986,
2527,2527-TB,Timescape,8-E-27,Ben Hager,1990,
2528,2528-TB,Tinted Crystal,6-W-17,Ben Hager,1988,
2529,2529-TB,Towering Finale,7-W-60,Ben Hager,1992,
2530,2530-TB,Triffid,8-E-48,Monty Byers,1990,
2531,2531-TB,Tropical Encounter,8-W-55,Richard Ernst,1998,
2533,2533-TB,Valentine's Day,8-E-45,Vernon Wood,1997,
2534,2534-TB,Varga Girl,7-W-25,Helen Monroe,1986,
2535,2535-TB,Viva Mexico,7-E-53,William Maryott,1996,
2536,2536-TB,War Chief,8-E-60,Schreiner,1992,
2537,2537-TB,Well Endowed,"1-W-33,  7-E-38",Joseph Ghio,1979,
2538,2538-TB,Wild Oats,7-W-30,Jack Durrance,1983,
2539,2539-TB,Wild West Wind,6-W-46,Lowell Baumunk,2000,
2540,2540-TB,Winter Adventure,8-E-22,Paul Black,1992,
2541,2541-TB,Banana Boat,11-W-38,Howard Dash,2020,
2542,2542-TB,Chewbacca,11-W-37,Howard Dash,2021,
2543,2543-TB,Copper Angel,11-W-33,Howard Dash,2018,
2544,2544-TB,Desert Blush,11-W-27,Howard Dash,2019,
2545,2545-TB,Heartfelt Desire,11-W-29,Howard Dash,2020,
2546,2546-TB,Hot Embers,11-W-41,Howard Dash,2020,
2547,2547-TB,Italian Summer,11-W-28,Howard Dash,2021,
2548,2548-TB,Jedi Princess,11-W-36,Howard Dash,2019,
2549,2549-TB,Nittany Lion,11-W-30,Howard Dash,2021,
2550,2550-TB,Silver Silk,11-W-32,Howard Dash,2017,
2552,2552-TB,Tonantzin,C-12-12,Howard Dash,2021,
2553,2553-TB,Velvet Rhapsody,11-W-31,Howard Dash,2021,
2554,2554-TB,Vulcan Sun,11-W-34,Howard Dash,2021,
2555,2555-TB,Zia Sunshine,11-W-39,Howard Dash,2019,
2556,2556-TB,Amorous Embrace,1-W-35,Joel Nelson,1987,
2557,2557-TB,Apparent Secret,1-W-36,Sterling Innerst,2001,
2558,2558-TB,Bad Cad,"1-W-18,  7-E-41",Tom Burseen,1992,
2559,2559-TB,Blue Cheer,19-E-38,Larry Lauer,1997,
2560,2560-TB,Blue Jay Way,"1-W-11,  16-E-31",Larry Lauer,1998,
2561,2561-TB,Blue Suede Shoes,1-W-25,Schreiner,1996,
2562,2562-TB,Bold Fashion,"1-W-16,  A-45-16",Schreiner,1998,
2563,2563-TB,Champagne Waltz,1-W-5,Schreiner,1994,
2564,2564-TB,Cherub's Smile,1-W-23,Schreiner,1982,
2565,2565-TB,Chinook Arch,1-W-4,Thomas Johnson,2006,
2566,2566-TB,Christine Suchy,1-W-17,Tom Burseen,2006,
2567,2567-TB,Cinnamon Girl,1-W-19,Schreiner,1987,
2568,2568-TB,Cloud Ballet,1-W-28,Lyle Fort,1990,
2569,2569-TB,Cowboy Campfire,1-W-8,Steve Kelly,2017,
2570,2570-TB,Desert Renegade,1-W-29,Richard Ernst,1992,
2571,2571-TB,Dream Express,1-W-10,Richard Tasco,1999,
2572,2572-TB,Epicenter,"1-W-24,  10-W-15",Joseph Ghio,1994,
2574,2574-TB,Hula Dancer,1-W-22,George Shoop,1985,
2575,2575-TB,Ida Red,1-W-20,Bruce Clark,1979,
2576,2576-TB,Joseph's Mantle,1-W-27,Tom Craig,1949,
2577,2577-TB,Nucleur Nancy,"1-W-14,  10-W-7",Tom Burseen,2004,
2578,2578-TB,Reincarnation,1-W-12,Monty Byers,1989,
2579,2579-TB,Role Model,6-E-55,Don Denney by J. McWhirter,1988,
2580,2580-TB,Solar Fire,1-W-26,Richard Tasco,2003,
2581,2581-TB,Sweets,1-W-13,George Sutton,2013,
2583,2583-TB,Wine Time,"1-W-1,  8-W-31",Virginia Messick,1998,
2584,2584-TB,Wonderful World,1-W-21,Schreiner,2004,
2585,2585-TB,Agate Beach,13-W-62,Schreiner,2021,Yellow and Purple
2586,2586-TB,All My Dreams,14-E-33,"Black, Paul",2009,Pink
2587,2587-TB,Alsea Falls,14-W-68,Schreiner,2012,White and Blue-Violet
2588,2588-TB,Another Chapter,C-11-1,Schreiner,2023,
2589,2589-TB,Beauty Within,14-E-44,"Ghio, Joseph",2012,Pink
2590,2590-TB,Big as the Moon,C-10-1,Schreiner,2023,
2591,2591-TB,Blood Moon,14-E-36,Schreiner,2017,Red and Yellow
2592,2592-TB,Blue Trill,"14-E-46,  C-43-6","Black, Paul",2010,Blue
2593,2593-TB,Bubbling Waves,14-W-57,"Ghio, Joseph",2006,Blue
2595,2595-TB,Claim To Fame,14-E-32,"Black, Paul",2011,Tan and Violet
2596,2596-TB,Cold Fusion,14-E-43,Sutton,2011,Yellow/Purple
2597,2597-TB,Dawn Eternal,14-E-42,Schreiner,2013,White and Rose
2598,2598-TB,Desert Moth,14-W-63,Keith Keppel,2012,Tan and Purple
2599,2599-TB,Dracula's Kiss,C-15-3,Schreiner,2009,Dark Purple
2600,2600-TB,Final Lap,C-23-1,Schreiner,2023,White and Purple
2601,2601-TB,Friendly Advice,C-12-6,Keith Keppel,2012,"Lavender, Pink and White"
2602,2602-TB,Ghost Train,C-22-3,Schreiner,2000,Dark Black
2603,2603-TB,Gilt-Edged Bond,C-24-8,G. Richardson,2005,White & Purple
2604,2604-TB,Golden Panther,C-42-1,"Tasco, Richard",2000,Orange
2605,2605-TB,Grateful Red,14-W-73,Schreiner,2011,Red
2606,2606-TB,Haunted Heart,14-W-66,Keith Keppel,2010,Lavender
2607,2607-TB,Idle Rich,B-39-2,Keith Keppel,2016,
2608,2608-TB,Lemon Cloud,14-W-65,"Painter, Lesley",2007,Yellow and White
2609,2609-TB,Magical Powers,14-E-74,Joseph Ghio,2020,
2611,2611-TB,Mango Entrée,C-41-1,"Blyth, Barry",1997,Apricot
2612,2612-TB,Nice Job,14-E-50,"Lauer, Larry",2011,Yellow and Purple
